"year","measure_id","measure_name","measure_parent","measure_index","description","direction","format_type","display_precision","measure_type","weight_numerator","weight_denominator","compare_states","last_updated","years_used"
2018,7,"Diabetes monitoring",4,2,"Percentage of diabetic Medicare enrollees ages 65-75 that receive HbA1c monitoring.",-1,1,0,0,1,40,1,"2023-10-11 15:31:10","2014"
2018,8,"Male population 0-17",18,13,"Number of males ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,9,"Adult smoking",5,1,"Percentage of adults who are current smokers.",1,1,0,0,1,10,1,"2023-10-11 15:31:10","2016"
2018,10,"Smoking during pregnancy",5,2,"Percentage of births where mother reports smoking during pregnancy.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2013 - 2016"
2018,11,"Adult obesity",6,1,"Percentage of the adult population (age 20 and older) that reports a body mass index (BMI) greater than or equal to 30 kg/m2.",1,1,0,0,5,100,2,"2023-10-11 15:31:10","2014"
2018,13,"Male population 18-44",18,14,"Number of males ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,14,"Teen births",8,2,"Number of births per 1,000 female population ages 15-19.",1,0,0,0,1,40,1,"2023-10-11 15:31:10","2010-2016"
2018,15,"Homicides",9,3,"Number of deaths due to homicide per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2010-2016"
2018,16,"Male population 45-64",18,15,"Number of males ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,17,"Male population 65+",18,16,"Number of males ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,18,"Motor vehicle crash occupancy rate",16,1,"Motor vehicle crash occupancy rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2013 - 2015"
2018,19,"On-road motor vehicle crash-related ER visits",16,2,"On-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012-2014"
2018,20,"Off-road motor vehicle crash-related ER visits",16,3,"Off-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012-2014"
2018,21,"High school graduation",10,1,"Percentage of ninth-grade cohort that graduates in four years.",-1,1,0,0,1,20,2,"2023-10-11 15:31:10","2014-2015"
2018,23,"Unemployment",11,1,"Percentage of population ages 16 and older unemployed but seeking work.",1,1,1,0,1,10,1,"2023-10-11 15:31:10","2016"
2018,24,"Children in poverty",17,1,"Percentage of people under age 18 in poverty.",1,1,0,0,3,40,1,"2023-10-11 15:31:10","2016"
2018,25,"Total male population",18,17,"Total number of males.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,26,"Female population 0-17",18,18,"Number of females ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,27,"Female population 18-44",18,19,"Number of females ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,31,"Female population 45-64",18,20,"Number of females ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,32,"Female population 65+",18,21,"Number of females ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,35,"Total female population",18,22,"Total number of females.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,36,"Poor physical health days",2,2,"Average number of physically unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2016"
2018,37,"Low birthweight",2,4,"Percentage of live births with low birthweight (< 2,500 grams).",1,1,0,0,1,5,1,"2023-10-11 15:31:10","2010-2016"
2018,39,"Motor vehicle crash deaths",7,5,"Number of motor vehicle crash deaths per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2010-2016"
2018,42,"Poor mental health days",2,3,"Average number of mentally unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2016"
2018,43,"Violent crime",9,1,"Number of reported violent crime offenses per 100,000 population.",1,0,0,0,1,40,2,"2023-10-11 15:31:10","2012-2014"
2018,44,"Income inequality",17,2,"Ratio of household income at the 80th percentile to income at the 20th percentile.",1,0,1,0,1,40,1,"2023-10-11 15:31:10","2012-2016"
2018,45,"Sexually transmitted infections",8,1,"Number of newly diagnosed chlamydia cases per 100,000 population.",1,0,1,0,1,40,2,"2023-10-11 15:31:10","2015"
2018,47,"Did not get needed health care",3,10,"Percentage of population that did not receive needed health care in the past year.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2012, 2014,"
2018,49,"Excessive drinking",7,1,"Percentage of adults reporting binge or heavy drinking.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2016"
2018,50,"Mammography screening",4,3,"Percentage of female Medicare enrollees ages 67-69 that receive mammography screening.",-1,1,0,0,1,40,1,"2023-10-11 15:31:10","2014"
2018,51,"Population",18,1,"Resident population.",0,0,0,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,52,"% below 18 years of age",18,2,"Percentage of population below 18 years of age.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,53,"% 65 and older",18,3,"Percentage of population ages 65 and older.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,54,"% Non-Hispanic African American",18,4,"Percentage of population that is non-Hispanic African American.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,55,"% American Indian and Alaskan Native",18,5,"Percentage of population that is American Indian or Alaskan Native.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,56,"% Hispanic",18,8,"Percentage of population that is Hispanic.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,57,"% Females",18,11,"Percentage of population that is female.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,58,"% Rural",18,12,"Percentage of population living in a rural area.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2010"
2018,59,"% not proficient in English",18,10,"Percentage of population that is not proficient in English.",0,1,0,3,0,1,1,"2023-10-11 15:31:10","2012-2016"
2018,60,"Diabetes prevalence",2,7,"Percentage of adults aged 20 and above with diagnosed diabetes.",1,1,0,2,0,1,2,"2023-10-11 15:31:10","2014"
2018,61,"HIV prevalence",2,8,"Number of people aged 13 years and older living with a diagnosis of human immunodeficiency virus (HIV) infection per 100,000 population.",1,0,0,2,0,1,0,"2023-10-11 15:31:10","2015"
2018,62,"Mental health providers",3,4,"Ratio of population to mental health providers.",-1,3,-1,0,1,100,1,"2023-10-11 15:31:10","2017"
2018,63,"Median household income",17,3,"The income where half of households in a county earn more and half of households earn less.",-1,2,-2,2,0,1,1,"2023-10-11 15:31:10","2016"
2018,65,"Children eligible for free or reduced price lunch",17,4,"Percentage of children enrolled in public schools that are eligible for free or reduced price lunch.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2015-2016"
2018,67,"Driving alone to work",25,2,"Percentage of the workforce that drives alone to work.",1,1,0,0,1,50,1,"2023-10-11 15:31:10","2012-2016"
2018,69,"Some college",10,2,"Percentage of adults ages 25-44 with some post-secondary education.",-1,1,0,0,1,20,1,"2023-10-11 15:31:10","2012-2016"
2018,70,"Physical inactivity",6,3,"Percentage of adults age 20 and over reporting no leisure-time physical activity.",1,1,0,0,1,50,2,"2023-10-11 15:31:10","2014"
2018,80,"% Native Hawaiian/Other Pacific Islander",18,7,"Percentage of population that is Native Hawaiian or Other Pacific Islander.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,81,"% Asian",18,6,"Percentage of population that is Asian.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,82,"Children in single-parent households",12,1,"Percentage of children that live in a household headed by single parent.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2012-2016"
2018,83,"Limited access to healthy foods",6,6,"Percentage of population who are low-income and do not live close to a grocery store.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2015"
2018,85,"Uninsured",3,1,"Percentage of population under age 65 without health insurance.",1,1,0,0,1,20,1,"2023-10-11 15:31:10","2015"
2018,86,"Health care costs",3,7,"Amount of price-adjusted Medicare reimbursements per enrollee (age-adjusted).",0,2,0,2,0,1,2,"2023-10-11 15:31:10","2015"
2018,88,"Dentists",3,3,"Ratio of population to dentists.",-1,3,-1,0,1,100,1,"2023-10-11 15:31:10","2016"
2018,97,"Population growth",18,23,"Percentage change in population since the last decennial US Census.",0,1,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,99,"Cancer incidence",2,11,"Number of new cancer diagnoses per 100,000 population (age-adjusted).",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2010 - 2014"
2018,103,"Childhood immunizations",4,4,"Percentage of children aged 19 to 35 months who received the recommended doses of DTaP, polio, MMR, Hib, hepatitis B, varicella, and Pneumococcal conjugate.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,104,"Communicable disease",2,9,"Number of new cases of reportable diseases and conditions per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,105,"Self-inflicted injury hospitalizations",2,10,"Hospitalizations due to self-inflicted injuries per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2012-2014"
2018,106,"Injury hospitalizations",9,6,"Hospitalizations due to injuries per 100,000 population (age-adjusted).",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2018,107,"Fall fatalities 65+",9,7,"Number of injury deaths due to falls among those 65 years of age and over per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2018,108,"Drug arrests",7,6,"Number of drug-related arrests.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2014"
2018,116,"Reading proficiency",10,3,"Percentage of fourth grade students proficient or advanced in reading.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2014-2015"
2018,117,"W-2 enrollment",11,2,"Count of individuals enrolled in W-2 (Wisconsin Works) on the last working day of the month.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","Dec 2016"
2018,118,"Poverty",17,5,"Percentage of population living below the Federal Poverty Line.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2018,119,"Child abuse",9,5,"Child abuse rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2015"
2018,120,"Older adults living alone",12,5,"Percentage of adults 65 years and older who live alone.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2012 - 2016"
2018,121,"Hate crimes",12,6,"Number of reported hate crimes per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2015"
2018,122,"Uninsured children",3,6,"Percentage of children under age 19 without health insurance.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2015"
2018,123,"Year structure built",25,4,"Percentage of housing units built prior to 1950.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2012-2016"
2018,124,"Drinking water violations",13,2,"Indicator of the presence of health-related drinking water violations. Yes indicates the presence of a violation, No indicates no violation.",1,5,1,0,1,40,1,"2023-10-11 15:31:10","2016"
2018,125,"Air pollution - particulate matter",13,1,"Average daily density of fine particulate matter in micrograms per cubic meter (PM2.5).",1,0,1,0,1,40,1,"2023-10-11 15:31:10","2012"
2018,126,"% Non-Hispanic white",18,9,"Percentage of population that is non-Hispanic White.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2016"
2018,127,"Premature age-adjusted mortality",1,2,"Number of deaths among residents under age 75 per 100,000 population (age-adjusted).",1,0,-1,2,0,1,1,"2023-10-11 15:31:10","2014-2016"
2018,128,"Child mortality",1,3,"Number of deaths among children under age 18 per 100,000 population.",1,0,-1,2,0,1,1,"2023-10-11 15:31:10","2013-2016"
2018,129,"Infant mortality",1,4,"Number of all infant deaths (within 1 year), per 1,000 live births.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2010-2016"
2018,131,"Other primary care providers",3,8,"Ratio of population to primary care providers other than physicians.",-1,3,0,2,0,1,1,"2023-10-11 15:31:10","2017"
2018,132,"Access to exercise opportunities",6,4,"Percentage of population with adequate access to locations for physical activity.",-1,1,0,0,1,100,1,"2023-10-11 15:31:10","2010 popula"
2018,133,"Food environment index",6,2,"Index of factors that contribute to a healthy food environment, from 0 (worst) to 10 (best).",-1,0,1,0,1,50,2,"2023-10-11 15:31:10","2015"
2018,134,"Alcohol-impaired driving deaths",7,2,"Percentage of driving deaths with alcohol involvement.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2012-2016"
2018,135,"Injury deaths",9,2,"Number of deaths due to injury per 100,000 population.",1,0,0,0,1,40,1,"2023-10-11 15:31:10","2012-2016"
2018,136,"Severe housing problems",25,1,"Percentage of households with at least 1 of 4 housing problems: overcrowding, high housing costs, lack of kitchen facilities, or lack of plumbing facilities.",1,1,0,0,1,50,1,"2023-10-11 15:31:10","2010-2014"
2018,137,"Long commute - driving alone",25,3,"Among workers who commute in their car alone, the percentage that commute more than 30 minutes.",1,1,0,0,1,100,1,"2023-10-11 15:31:10","2012-2016"
2018,138,"Drug overdose deaths",7,3,"Number of drug poisoning deaths per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2014-2016"
2018,139,"Food insecurity",6,5,"Percentage of population who lack adequate access to food.",1,1,0,2,0,1,2,"2023-10-11 15:31:10","2015"
2018,140,"Social associations",12,2,"Number of membership associations per 10,000 population.",-1,0,1,0,1,40,1,"2023-10-11 15:31:10","2015"
2018,141,"Residential segregation - black/white",12,3,"Index of dissimilarity where higher values indicate greater residential segregation between black and white county residents.",1,0,0,2,0,1,2,"2023-10-11 15:31:10","2012-2016"
2018,142,"Residential segregation - non-white/white",12,4,"Index of dissimilarity where higher values indicate greater residential segregation between non-white and white county residents.",1,0,0,2,0,1,2,"2023-10-11 15:31:10","2012-2016"
2018,143,"Insufficient sleep",26,1,"Percentage of adults who report fewer than 7 hours of sleep on average.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2016"
2018,144,"Frequent physical distress",2,5,"Percentage of adults reporting 14 or more days of poor physical health per month.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2016"
2018,145,"Frequent mental distress",2,6,"Percentage of adults reporting 14 or more days of poor mental health per month.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2016"
2018,146,"Drug overdose deaths - modeled",7,4,"Range of drug poisoning deaths per 100,000 population.",1,6,1,2,0,1,1,"2023-10-11 15:31:10","2016"
2018,148,"Firearm fatalities",9,4,"Number of deaths due to firearms per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2012-2016"
2018,149,"Disconnected youth",10,4,"Percentage of teens and young adults ages 16-24 who are neither working nor in school.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2010-2014"
2019,1,"Premature death",1,1,"Years of potential life lost before age 75 per 100,000 population (age-adjusted).",1,0,-2,0,1,2,1,"2023-10-11 15:31:10","2015-2017"
2019,2,"Poor or fair health",2,1,"Percentage of adults reporting fair or poor health (age-adjusted).",1,1,0,0,1,10,1,"2023-10-11 15:31:10","2016"
2019,3,"Uninsured adults",3,5,"Percentage of adults under age 65 without health insurance.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2016"
2019,4,"Primary care physicians",3,2,"Ratio of population to primary care physicians.",-1,3,-1,0,3,100,1,"2023-10-11 15:31:10","2016"
2019,5,"Preventable hospital stays",4,1,"Rate of hospital stays for ambulatory-care sensitive conditions per 100,000 Medicare enrollees.",1,0,0,0,1,20,1,"2023-10-11 15:31:10","2016"
2019,8,"Male population 0-17",18,13,"Number of males ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,9,"Adult smoking",5,1,"Percentage of adults who are current smokers.",1,1,0,0,1,10,1,"2023-10-11 15:31:10","2016"
2019,10,"Smoking during pregnancy",5,2,"Percentage of births where mother reports smoking during pregnancy.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2014 - 2017"
2019,11,"Adult obesity",6,1,"Percentage of the adult population (age 20 and older) that reports a body mass index (BMI) greater than or equal to 30 kg/m2.",1,1,0,0,5,100,2,"2023-10-11 15:31:10","2015"
2019,13,"Male population 18-44",18,14,"Number of males ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,14,"Teen births",8,2,"Number of births per 1,000 female population ages 15-19.",1,0,0,0,1,40,1,"2023-10-11 15:31:10","2011-2017"
2019,15,"Homicides",9,3,"Number of deaths due to homicide per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2011-2017"
2019,16,"Male population 45-64",18,15,"Number of males ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,17,"Male population 65+",18,16,"Number of males ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,18,"Motor vehicle crash occupancy rate",16,1,"Motor vehicle crash occupancy rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2014 - 2016"
2019,19,"On-road motor vehicle crash-related ER visits",16,2,"On-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2016 - 2017"
2019,20,"Off-road motor vehicle crash-related ER visits",16,3,"Off-road motor vehicle crash-related emergency room visits per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2016 - 2017"
2019,21,"High school graduation",10,1,"Percentage of ninth-grade cohort that graduates in four years.",-1,1,0,0,1,20,0,"2023-10-11 15:31:10","2016-2017"
2019,23,"Unemployment",11,1,"Percentage of population ages 16 and older unemployed but seeking work.",1,1,1,0,1,10,1,"2023-10-11 15:31:10","2017"
2019,24,"Children in poverty",17,1,"Percentage of people under age 18 in poverty.",1,1,0,0,3,40,1,"2023-10-11 15:31:10","2017"
2019,25,"Total male population",18,17,"Total number of males.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,26,"Female population 0-17",18,18,"Number of females ages 0-17.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,27,"Female population 18-44",18,19,"Number of females ages 18-44.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,31,"Female population 45-64",18,20,"Number of females ages 45-64.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,32,"Female population 65+",18,21,"Number of females ages 65 and older.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,35,"Total female population",18,22,"Total number of females.",0,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,36,"Poor physical health days",2,2,"Average number of physically unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2016"
2019,37,"Low birthweight",2,4,"Percentage of live births with low birthweight (< 2,500 grams).",1,1,0,0,1,5,1,"2023-10-11 15:31:10","2011-2017"
2019,39,"Motor vehicle crash deaths",7,4,"Number of motor vehicle crash deaths per 100,000 population.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2011-2017"
2019,42,"Poor mental health days",2,3,"Average number of mentally unhealthy days reported in past 30 days (age-adjusted).",1,0,1,0,1,10,1,"2023-10-11 15:31:10","2016"
2019,43,"Violent crime",9,1,"Number of reported violent crime offenses per 100,000 population.",1,0,0,0,1,40,2,"2023-10-11 15:31:10","2014&2016"
2019,44,"Income inequality",17,2,"Ratio of household income at the 80th percentile to income at the 20th percentile.",1,0,1,0,1,40,1,"2023-10-11 15:31:10","2013-2017"
2019,45,"Sexually transmitted infections",8,1,"Number of newly diagnosed chlamydia cases per 100,000 population.",1,0,1,0,1,40,2,"2023-10-11 15:31:10","2016"
2019,49,"Excessive drinking",7,1,"Percentage of adults reporting binge or heavy drinking.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2016"
2019,50,"Mammography screening",4,2,"Percentage of female Medicare enrollees ages 65-74 that received an annual mammography screening.",-1,1,0,0,1,40,1,"2023-10-11 15:31:10","2016"
2019,51,"Population",18,1,"Resident population.",0,0,0,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,52,"% below 18 years of age",18,2,"Percentage of population below 18 years of age.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,53,"% 65 and older",18,3,"Percentage of population ages 65 and older.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,54,"% Non-Hispanic African American",18,4,"Percentage of population that is non-Hispanic African American.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,55,"% American Indian and Alaskan Native",18,5,"Percentage of population that is American Indian or Alaskan Native.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,56,"% Hispanic",18,8,"Percentage of population that is Hispanic.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,57,"% Females",18,11,"Percentage of population that is female.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,58,"% Rural",18,12,"Percentage of population living in a rural area.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2010"
2019,59,"% not proficient in English",18,10,"Percentage of population that is not proficient in English.",0,1,0,3,0,1,1,"2023-10-11 15:31:10","2013-2017"
2019,60,"Diabetes prevalence",2,7,"Percentage of adults aged 20 and above with diagnosed diabetes.",1,1,0,2,0,1,2,"2023-10-11 15:31:10","2015"
2019,61,"HIV prevalence",2,8,"Number of people aged 13 years and older living with a diagnosis of human immunodeficiency virus (HIV) infection per 100,000 population.",1,0,0,2,0,1,0,"2023-10-11 15:31:10","2015"
2019,62,"Mental health providers",3,4,"Ratio of population to mental health providers.",-1,3,-1,0,1,100,1,"2023-10-11 15:31:10","2018"
2019,63,"Median household income",17,3,"The income where half of households in a county earn more and half of households earn less.",-1,2,-2,2,0,1,1,"2023-10-11 15:31:10","2017"
2019,65,"Children eligible for free or reduced price lunch",17,4,"Percentage of children enrolled in public schools that are eligible for free or reduced price lunch.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2016-2017"
2019,67,"Driving alone to work",25,2,"Percentage of the workforce that drives alone to work.",1,1,0,0,1,50,1,"2023-10-11 15:31:10","2013-2017"
2019,69,"Some college",10,2,"Percentage of adults ages 25-44 with some post-secondary education.",-1,1,0,0,1,20,1,"2023-10-11 15:31:10","2013-2017"
2019,70,"Physical inactivity",6,3,"Percentage of adults age 20 and over reporting no leisure-time physical activity.",1,1,0,0,1,50,2,"2023-10-11 15:31:10","2015"
2019,80,"% Native Hawaiian/Other Pacific Islander",18,7,"Percentage of population that is Native Hawaiian or Other Pacific Islander.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,81,"% Asian",18,6,"Percentage of population that is Asian.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,82,"Children in single-parent households",12,1,"Percentage of children that live in a household headed by single parent.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2013-2017"
2019,83,"Limited access to healthy foods",6,6,"Percentage of population who are low-income and do not live close to a grocery store.",1,1,0,2,0,1,0,"2023-10-11 15:31:10","2015"
2019,85,"Uninsured",3,1,"Percentage of population under age 65 without health insurance.",1,1,0,0,1,20,1,"2023-10-11 15:31:10","2016"
2019,88,"Dentists",3,3,"Ratio of population to dentists.",-1,3,-1,0,1,100,1,"2023-10-11 15:31:10","2017"
2019,97,"Population growth",18,23,"Percentage change in population since the last decennial US Census.",0,1,0,1,0,1,0,"2023-10-11 15:31:10","2017, 2010"
2019,99,"Cancer incidence",2,11,"Number of new cancer diagnoses per 100,000 population (age-adjusted).",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2011 - 2015"
2019,100,"Coronary heart disease hospitalizations",2,12,"Coronary heart disease hospitalization rate per 1,000 population.",1,0,1,1,0,1,0,"2023-10-11 15:31:10","2015"
2019,101,"Cerebrovascular disease hospitalizations",2,13,"Cerebrovascular disease hospitalization rate per 1,000 population.",1,0,1,1,0,1,0,"2023-10-11 15:31:10","2015"
2019,103,"Childhood immunizations",4,4,"Percentage of children aged 19 to 35 months who received the recommended doses of DTaP, polio, MMR, Hib, hepatitis B, varicella, and Pneumococcal conjugate.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,104,"Communicable disease",2,9,"Number of new cases of reportable diseases and conditions per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,105,"Self-inflicted injury hospitalizations",2,10,"Hospitalizations due to self-inflicted injuries per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2016-2017"
2019,106,"Injury hospitalizations",9,6,"Hospitalizations due to injuries per 100,000 population (age-adjusted).",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2017"
2019,107,"Fall fatalities 65+",9,7,"Number of injury deaths due to falls among those 65 years of age and over per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2014-2016"
2019,108,"Drug arrests",7,5,"Number of drug-related arrests.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2018"
2019,109,"Alcohol-related hospitalizations",7,7,"Rate of alcohol-related hospitalization per 1,000 population.",1,0,1,1,0,1,0,"2023-10-11 15:31:10","2015"
2019,116,"Reading proficiency",10,4,"Percentage of fourth grade students proficient or advanced in reading.",-1,1,0,1,0,1,0,"2023-10-11 15:31:10","2016-2017"
2019,117,"W-2 enrollment",11,2,"Count of individuals enrolled in W-2 (Wisconsin Works) on the last working day of the month.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","Dec 2017"
2019,118,"Poverty",17,5,"Percentage of population living below the Federal Poverty Line.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2018"
2019,119,"Child abuse",9,5,"Child abuse rate per 1,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2018"
2019,120,"Older adults living alone",12,5,"Percentage of adults 65 years and older who live alone.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2018"
2019,121,"Hate crimes",12,6,"Number of reported hate crimes per 100,000 population.",1,0,0,1,0,1,0,"2023-10-11 15:31:10","2016"
2019,122,"Uninsured children",3,6,"Percentage of children under age 19 without health insurance.",1,1,0,2,0,1,1,"2023-10-11 15:31:10","2016"
2019,123,"Year structure built",25,6,"Percentage of housing units built prior to 1950.",1,1,0,1,0,1,0,"2023-10-11 15:31:10","2013-2017"
2019,124,"Drinking water violations",13,2,"Indicator of the presence of health-related drinking water violations. Yes indicates the presence of a violation, No indicates no violation.",1,5,1,0,1,40,1,"2023-10-11 15:31:10","2017"
2019,125,"Air pollution - particulate matter",13,1,"Average daily density of fine particulate matter in micrograms per cubic meter (PM2.5).",1,0,1,0,1,40,1,"2023-10-11 15:31:10","2014"
2019,126,"% Non-Hispanic white",18,9,"Percentage of population that is non-Hispanic White.",0,1,1,3,0,1,1,"2023-10-11 15:31:10","2017"
2019,127,"Premature age-adjusted mortality",1,3,"Number of deaths among residents under age 75 per 100,000 population (age-adjusted).",1,0,-1,2,0,1,1,"2023-10-11 15:31:10","2015-2017"
2019,128,"Child mortality",1,4,"Number of deaths among children under age 18 per 100,000 population.",1,0,-1,2,0,1,1,"2023-10-11 15:31:10","2014-2017"
2019,129,"Infant mortality",1,5,"Number of all infant deaths (within 1 year), per 1,000 live births.",1,0,0,2,0,1,1,"2023-10-11 15:31:10","2011-2017"
2019,131,"Other primary care providers",3,7,"Ratio of population to primary care providers other than physicians.",-1,3,0,2,0,1,1,"2023-10-11 15:31:10","2018"
2019,132,"Access to exercise opportunities",6,4,"Percentage of population with adequate access to locations for physical activity.",-1,1,0,0,1,100,1,"2023-10-11 15:31:10","2010 & 2018"
2019,133,"Food environment index",6,2,"Index of factors that contribute to a healthy food environment, from 0 (worst) to 10 (best).",-1,0,1,0,1,50,2,"2023-10-11 15:31:10","2015 & 2016"
2019,134,"Alcohol-impaired driving deaths",7,2,"Percentage of driving deaths with alcohol involvement.",1,1,0,0,1,40,1,"2023-10-11 15:31:10","2013-2017"
2019,135,"Injury deaths",9,2,"Number of deaths due to injury per 100,000 population.",1,0,0,0,1,40,1,"2023-10-11 15:31:10","2013-2017"
